                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    152,                 1.1299,                 1.0559,                 1.2751,                0.80521,                0.63184,                0.73319,                0.51618,                 1.0506,                0.90796,                 1.2099,               0.005017,               0.005017,               0.005017
                    153,                 1.1291,                 1.0554,                 1.2755,                 0.8061,                0.63058,                0.73334,                0.51651,                 1.0497,                 0.9074,                 1.2091,               0.004984,               0.004984,               0.004984
                    154,                 1.1289,                 1.0533,                 1.2746,                0.80648,                0.63194,                0.73346,                0.51724,                 1.0494,                0.90673,                 1.2084,               0.004951,               0.004951,               0.004951
                    155,                 1.1303,                 1.0549,                  1.275,                0.80851,                0.63044,                0.73342,                0.51742,                 1.0489,                0.90606,                 1.2078,               0.004918,               0.004918,               0.004918
                    156,                 1.1291,                 1.0524,                 1.2736,                0.81021,                0.62939,                0.73371,                0.51778,                 1.0484,                0.90543,                 1.2072,               0.004885,               0.004885,               0.004885
                    157,                 1.1267,                 1.0543,                 1.2732,                0.80907,                0.63092,                0.73432,                0.51812,                  1.048,                 0.9044,                 1.2065,               0.004852,               0.004852,               0.004852
                    158,                 1.1274,                 1.0532,                 1.2733,                0.80456,                0.63349,                0.73472,                0.51866,                 1.0472,                0.90364,                 1.2057,               0.004819,               0.004819,               0.004819
                    159,                 1.1286,                 1.0495,                 1.2718,                0.80876,                 0.6325,                0.73462,                0.51863,                 1.0466,                 0.9028,                 1.2048,               0.004786,               0.004786,               0.004786
                    160,                 1.1247,                 1.0474,                 1.2695,                0.80831,                0.63317,                0.73549,                0.51914,                 1.0459,                0.90206,                 1.2039,               0.004753,               0.004753,               0.004753
                    161,                 1.1238,                 1.0481,                 1.2688,                0.80818,                0.63295,                0.73549,                0.51905,                 1.0451,                0.90126,                 1.2032,                0.00472,                0.00472,                0.00472
                    162,                 1.1239,                 1.0483,                 1.2673,                0.80629,                0.63541,                0.73604,                0.51933,                 1.0442,                0.90025,                 1.2024,               0.004687,               0.004687,               0.004687
                    163,                  1.123,                 1.0446,                 1.2695,                 0.8083,                0.63397,                0.73637,                0.52004,                  1.044,                0.89935,                 1.2021,               0.004654,               0.004654,               0.004654
                    164,                 1.1242,                 1.0465,                 1.2698,                0.80782,                0.63428,                0.73689,                0.52015,                 1.0433,                0.89829,                 1.2015,               0.004621,               0.004621,               0.004621
                    165,                 1.1227,                 1.0438,                 1.2676,                0.80653,                0.63538,                 0.7371,                0.52061,                 1.0434,                0.89726,                 1.2012,               0.004588,               0.004588,               0.004588
                    166,                 1.1225,                 1.0446,                 1.2678,                0.80686,                0.63628,                 0.7376,                0.52093,                 1.0429,                0.89645,                 1.2006,               0.004555,               0.004555,               0.004555
                    167,                 1.1228,                  1.045,                  1.267,                0.80719,                0.63671,                0.73762,                0.52114,                 1.0424,                0.89577,                 1.1999,               0.004522,               0.004522,               0.004522
                    168,                 1.1222,                 1.0438,                  1.265,                0.81028,                0.63642,                0.73798,                0.52162,                 1.0419,                0.89532,                 1.1991,               0.004489,               0.004489,               0.004489
                    169,                 1.1205,                 1.0403,                 1.2645,                0.81314,                0.63462,                0.73861,                0.52202,                 1.0411,                 0.8946,                 1.1984,               0.004456,               0.004456,               0.004456
                    170,                 1.1181,                 1.0378,                 1.2632,                0.81361,                0.63497,                0.73876,                0.52261,                 1.0405,                0.89366,                 1.1977,               0.004423,               0.004423,               0.004423
                    171,                 1.1176,                 1.0368,                 1.2616,                0.81368,                0.63486,                0.73931,                0.52256,                 1.0404,                 0.8932,                 1.1972,                0.00439,                0.00439,                0.00439
                    172,                 1.1187,                 1.0368,                 1.2627,                0.81302,                 0.6362,                 0.7398,                0.52322,                 1.0397,                0.89261,                 1.1965,               0.004357,               0.004357,               0.004357
                    173,                 1.1189,                 1.0384,                 1.2624,                0.81136,                0.63707,                0.73983,                0.52336,                  1.039,                0.89237,                 1.1958,               0.004324,               0.004324,               0.004324
                    174,                 1.1148,                 1.0336,                 1.2611,                0.81229,                0.63786,                0.74021,                0.52323,                 1.0388,                0.89207,                 1.1953,               0.004291,               0.004291,               0.004291
                    175,                 1.1171,                 1.0363,                 1.2608,                0.81176,                0.63817,                 0.7405,                0.52404,                 1.0382,                0.89137,                 1.1946,               0.004258,               0.004258,               0.004258
                    176,                 1.1145,                 1.0324,                 1.2617,                0.81155,                0.63883,                0.74066,                0.52447,                  1.038,                0.89047,                 1.1942,               0.004225,               0.004225,               0.004225
                    177,                 1.1169,                 1.0326,                 1.2605,                0.81129,                0.64055,                0.74068,                0.52473,                 1.0374,                0.88951,                 1.1934,               0.004192,               0.004192,               0.004192
                    178,                 1.1148,                 1.0303,                  1.258,                0.81062,                0.64129,                0.74145,                0.52501,                 1.0369,                0.88889,                 1.1928,               0.004159,               0.004159,               0.004159
                    179,                 1.1159,                 1.0314,                 1.2587,                0.80585,                0.64452,                0.74114,                0.52534,                 1.0366,                0.88798,                 1.1922,               0.004126,               0.004126,               0.004126
                    180,                 1.1137,                 1.0294,                 1.2571,                0.80565,                0.64366,                0.74135,                0.52537,                 1.0361,                0.88758,                 1.1914,               0.004093,               0.004093,               0.004093
                    181,                 1.1103,                 1.0272,                  1.257,                0.81028,                0.64241,                0.74189,                0.52586,                 1.0354,                0.88658,                 1.1907,                0.00406,                0.00406,                0.00406
                    182,                 1.1113,                 1.0243,                 1.2553,                0.81024,                0.64262,                0.74177,                0.52603,                  1.035,                0.88553,                 1.1901,               0.004027,               0.004027,               0.004027
                    183,                 1.1087,                 1.0264,                 1.2561,                0.80816,                0.64459,                0.74219,                0.52626,                 1.0344,                0.88475,                 1.1895,               0.003994,               0.003994,               0.003994
                    184,                 1.1104,                 1.0259,                 1.2574,                0.80863,                0.64453,                0.74212,                0.52674,                 1.0337,                0.88374,                 1.1885,               0.003961,               0.003961,               0.003961
                    185,                 1.1083,                 1.0214,                  1.253,                0.81078,                0.64407,                 0.7425,                0.52718,                 1.0331,                0.88321,                  1.188,               0.003928,               0.003928,               0.003928
                    186,                 1.1084,                 1.0216,                 1.2543,                0.81204,                0.64478,                 0.7431,                0.52742,                 1.0328,                0.88234,                 1.1875,               0.003895,               0.003895,               0.003895
                    187,                   1.11,                 1.0226,                 1.2569,                0.81489,                0.64426,                0.74339,                0.52788,                  1.032,                0.88151,                 1.1869,               0.003862,               0.003862,               0.003862
                    188,                 1.1063,                 1.0199,                 1.2517,                  0.817,                0.64368,                0.74366,                0.52806,                 1.0315,                0.88069,                 1.1863,               0.003829,               0.003829,               0.003829
                    189,                 1.1062,                  1.021,                 1.2526,                0.81607,                0.64318,                0.74378,                 0.5282,                  1.031,                0.87986,                 1.1857,               0.003796,               0.003796,               0.003796
                    190,                 1.1048,                 1.0183,                 1.2509,                0.81557,                0.64251,                0.74422,                0.52858,                 1.0307,                0.87851,                 1.1852,               0.003763,               0.003763,               0.003763
                    191,                 1.1033,                  1.015,                   1.25,                 0.8135,                0.64323,                0.74403,                0.52882,                 1.0305,                0.87734,                 1.1848,                0.00373,                0.00373,                0.00373
                    192,                 1.1039,                 1.0162,                   1.25,                0.81345,                0.64377,                0.74434,                0.52922,                 1.0299,                0.87646,                 1.1843,               0.003697,               0.003697,               0.003697
                    193,                 1.1041,                 1.0154,                 1.2487,                 0.8144,                0.64404,                0.74445,                0.52927,                 1.0292,                0.87541,                 1.1836,               0.003664,               0.003664,               0.003664
                    194,                 1.1028,                  1.013,                 1.2472,                0.81438,                0.64335,                0.74438,                0.52959,                 1.0289,                0.87463,                 1.1831,               0.003631,               0.003631,               0.003631
                    195,                 1.1042,                 1.0158,                 1.2492,                0.81479,                0.64483,                0.74491,                0.53033,                 1.0284,                 0.8739,                 1.1828,               0.003598,               0.003598,               0.003598
                    196,                 1.1039,                 1.0122,                 1.2508,                0.81732,                0.64492,                0.74533,                0.53056,                  1.028,                0.87289,                 1.1824,               0.003565,               0.003565,               0.003565
                    197,                 1.1007,                 1.0091,                 1.2465,                0.81457,                0.64578,                0.74523,                0.53062,                 1.0274,                0.87217,                 1.1818,               0.003532,               0.003532,               0.003532
                    198,                 1.1029,                 1.0115,                 1.2481,                0.81261,                0.64569,                0.74508,                  0.531,                  1.027,                0.87152,                 1.1812,               0.003499,               0.003499,               0.003499
                    199,                 1.1004,                  1.008,                 1.2454,                0.81341,                0.64501,                0.74549,                0.53119,                 1.0266,                0.87039,                 1.1805,               0.003466,               0.003466,               0.003466
                    200,                 1.0991,                 1.0065,                 1.2453,                0.81881,                0.64297,                0.74546,                0.53154,                 1.0264,                0.86935,                   1.18,               0.003433,               0.003433,               0.003433
                    201,                 1.0996,                 1.0085,                 1.2462,                0.81909,                0.64346,                0.74519,                0.53162,                 1.0262,                0.86878,                 1.1796,                 0.0034,                 0.0034,                 0.0034
                    202,                 1.0992,                 1.0042,                 1.2443,                0.81626,                 0.6448,                0.74592,                0.53194,                 1.0261,                0.86777,                 1.1793,               0.003367,               0.003367,               0.003367
                    203,                 1.0958,                  1.001,                 1.2429,                0.81596,                0.64557,                0.74628,                0.53209,                 1.0257,                0.86683,                 1.1788,               0.003334,               0.003334,               0.003334
                    204,                  1.095,                 1.0033,                 1.2416,                0.81674,                 0.6457,                0.74667,                0.53237,                 1.0251,                0.86597,                 1.1781,               0.003301,               0.003301,               0.003301
                    205,                 1.0965,                 1.0036,                 1.2426,                0.81838,                0.64635,                 0.7473,                0.53256,                 1.0246,                0.86544,                 1.1775,               0.003268,               0.003268,               0.003268
                    206,                 1.0939,                 1.0009,                  1.241,                0.81631,                0.64743,                0.74757,                0.53303,                 1.0248,                0.86462,                 1.1776,               0.003235,               0.003235,               0.003235
                    207,                 1.0931,                0.99651,                 1.2392,                0.81522,                0.64851,                0.74751,                0.53309,                 1.0245,                0.86415,                 1.1771,               0.003202,               0.003202,               0.003202
                    208,                 1.0953,                0.99827,                 1.2394,                0.81481,                0.64794,                0.74777,                0.53298,                  1.024,                0.86342,                 1.1767,               0.003169,               0.003169,               0.003169
                    209,                 1.0898,                0.99644,                  1.239,                0.81675,                0.64772,                0.74752,                0.53292,                 1.0238,                0.86231,                 1.1764,               0.003136,               0.003136,               0.003136
                    210,                 1.0913,                 0.9955,                 1.2387,                0.81324,                0.65028,                0.74765,                 0.5332,                 1.0236,                0.86187,                  1.176,               0.003103,               0.003103,               0.003103
                    211,                 1.0913,                0.99311,                 1.2377,                0.81638,                0.64964,                0.74796,                0.53343,                 1.0234,                0.86111,                 1.1757,                0.00307,                0.00307,                0.00307
                    212,                 1.0915,                0.99348,                 1.2372,                0.81683,                0.65008,                 0.7482,                0.53374,                 1.0233,                0.86103,                 1.1754,               0.003037,               0.003037,               0.003037
                    213,                 1.0917,                0.99626,                 1.2389,                0.81447,                0.65146,                0.74909,                0.53409,                 1.0229,                 0.8602,                 1.1749,               0.003004,               0.003004,               0.003004
                    214,                 1.0871,                 0.9911,                 1.2363,                 0.8142,                0.65079,                0.74898,                0.53418,                 1.0226,                0.85924,                 1.1745,               0.002971,               0.002971,               0.002971
                    215,                 1.0891,                0.99131,                 1.2366,                0.81608,                0.64929,                0.74901,                0.53429,                 1.0223,                0.85868,                 1.1741,               0.002938,               0.002938,               0.002938
                    216,                 1.0879,                0.98762,                 1.2351,                0.81407,                0.64974,                0.74894,                0.53451,                 1.0221,                0.85819,                 1.1738,               0.002905,               0.002905,               0.002905
                    217,                 1.0883,                  0.988,                 1.2344,                0.81474,                0.64969,                0.74927,                0.53464,                 1.0219,                0.85779,                 1.1734,               0.002872,               0.002872,               0.002872
                    218,                 1.0857,                0.98504,                 1.2341,                0.81388,                0.65118,                0.74946,                0.53503,                 1.0214,                0.85713,                 1.1729,               0.002839,               0.002839,               0.002839
                    219,                 1.0828,                0.98675,                 1.2335,                0.81656,                 0.6504,                0.74998,                0.53538,                 1.0211,                0.85663,                 1.1725,               0.002806,               0.002806,               0.002806
                    220,                 1.0826,                 0.9813,                 1.2315,                0.81848,                0.65041,                 0.7506,                0.53558,                 1.0205,                0.85584,                 1.1719,               0.002773,               0.002773,               0.002773
                    221,                 1.0828,                0.98137,                 1.2309,                0.81727,                0.65188,                0.75052,                0.53569,                 1.0203,                0.85555,                 1.1716,                0.00274,                0.00274,                0.00274
                    222,                 1.0824,                 0.9806,                 1.2322,                0.81687,                0.65218,                0.75081,                0.53592,                 1.0201,                0.85512,                 1.1712,               0.002707,               0.002707,               0.002707
                    223,                 1.0806,                0.97934,                 1.2304,                0.81373,                0.65371,                0.75074,                0.53616,                 1.0195,                0.85461,                 1.1706,               0.002674,               0.002674,               0.002674
                    224,                 1.0808,                0.97778,                 1.2299,                0.81264,                0.65425,                0.75064,                0.53646,                 1.0194,                0.85409,                 1.1704,               0.002641,               0.002641,               0.002641
                    225,                 1.0798,                0.97678,                 1.2292,                0.80973,                0.65796,                0.75096,                 0.5367,                  1.019,                0.85372,                   1.17,               0.002608,               0.002608,               0.002608
                    226,                 1.0804,                 0.9793,                  1.231,                0.81088,                0.65766,                0.75107,                0.53683,                 1.0188,                0.85375,                 1.1699,               0.002575,               0.002575,               0.002575
                    227,                 1.0794,                0.97793,                 1.2292,                0.81118,                0.65698,                0.75082,                0.53676,                 1.0183,                 0.8536,                 1.1695,               0.002542,               0.002542,               0.002542
                    228,                 1.0782,                0.97251,                  1.228,                0.81488,                0.65575,                0.75128,                0.53694,                 1.0182,                0.85282,                 1.1691,               0.002509,               0.002509,               0.002509
                    229,                 1.0781,                0.97476,                 1.2287,                0.81376,                0.65628,                0.75123,                0.53692,                 1.0182,                0.85228,                 1.1691,               0.002476,               0.002476,               0.002476
                    230,                 1.0744,                 0.9706,                  1.226,                0.81288,                0.65738,                0.75171,                0.53744,                  1.018,                0.85185,                 1.1689,               0.002443,               0.002443,               0.002443
                    231,                 1.0754,                0.97001,                 1.2251,                0.81204,                0.65708,                0.75172,                0.53732,                 1.0179,                0.85187,                 1.1685,                0.00241,                0.00241,                0.00241
                    232,                  1.076,                0.96857,                 1.2264,                0.81535,                0.65555,                0.75184,                0.53738,                 1.0176,                0.85089,                  1.168,               0.002377,               0.002377,               0.002377
                    233,                 1.0736,                0.96973,                 1.2234,                0.81416,                0.65599,                0.75204,                0.53774,                 1.0171,                0.85062,                 1.1675,               0.002344,               0.002344,               0.002344
                    234,                 1.0732,                0.96617,                 1.2225,                0.81506,                0.65642,                0.75242,                0.53747,                 1.0168,                0.85017,                  1.167,               0.002311,               0.002311,               0.002311
                    235,                 1.0688,                0.96331,                 1.2231,                0.81199,                0.65918,                 0.7531,                0.53749,                 1.0166,                0.84956,                 1.1669,               0.002278,               0.002278,               0.002278
                    236,                 1.0707,                0.96422,                 1.2235,                0.81122,                0.65979,                0.75354,                0.53754,                 1.0166,                0.84892,                 1.1668,               0.002245,               0.002245,               0.002245
                    237,                 1.0681,                0.96146,                 1.2201,                0.81171,                0.65978,                0.75347,                0.53805,                 1.0167,                0.84845,                 1.1668,               0.002212,               0.002212,               0.002212
                    238,                 1.0667,                0.95875,                 1.2194,                0.81096,                0.65954,                0.75347,                0.53828,                 1.0168,                0.84812,                 1.1666,               0.002179,               0.002179,               0.002179
                    239,                 1.0655,                0.95671,                 1.2186,                0.81358,                0.65855,                 0.7539,                0.53863,                 1.0167,                0.84772,                 1.1663,               0.002146,               0.002146,               0.002146
                    240,                 1.0674,                0.95519,                 1.2194,                0.81599,                0.65684,                0.75412,                0.53917,                 1.0165,                 0.8472,                 1.1659,               0.002113,               0.002113,               0.002113
                    241,                 1.0673,                0.95741,                 1.2185,                0.81738,                0.65598,                0.75489,                0.53917,                 1.0162,                0.84696,                 1.1655,                0.00208,                0.00208,                0.00208
                    242,                 1.0642,                0.95268,                 1.2171,                0.81801,                0.65586,                0.75479,                0.53936,                 1.0163,                 0.8466,                 1.1653,               0.002047,               0.002047,               0.002047
                    243,                 1.0648,                0.95369,                 1.2174,                0.81836,                0.65569,                0.75478,                0.53969,                 1.0161,                0.84637,                 1.1648,               0.002014,               0.002014,               0.002014
                    244,                 1.0605,                0.94637,                 1.2152,                0.81712,                0.65709,                0.75471,                0.54007,                 1.0154,                0.84589,                  1.164,               0.001981,               0.001981,               0.001981
                    245,                 1.0628,                0.95034,                 1.2143,                0.81786,                 0.6572,                0.75521,                0.54006,                 1.0151,                 0.8456,                 1.1637,               0.001948,               0.001948,               0.001948
                    246,                  1.059,                0.94677,                 1.2142,                0.81696,                0.65772,                0.75533,                0.54043,                 1.0146,                0.84503,                 1.1632,               0.001915,               0.001915,               0.001915
                    247,                 1.0592,                0.94504,                 1.2132,                0.81792,                0.65793,                0.75558,                0.54045,                 1.0143,                 0.8447,                 1.1628,               0.001882,               0.001882,               0.001882
                    248,                 1.0582,                0.94641,                 1.2136,                0.81881,                0.65853,                0.75554,                 0.5405,                  1.014,                0.84482,                 1.1626,               0.001849,               0.001849,               0.001849
                    249,                 1.0571,                0.94159,                  1.212,                0.81981,                0.65771,                0.75574,                0.54086,                 1.0139,                0.84407,                 1.1622,               0.001816,               0.001816,               0.001816
                    250,                 1.0574,                0.94169,                 1.2119,                0.82076,                0.65782,                 0.7563,                0.54122,                 1.0132,                0.84433,                 1.1617,               0.001783,               0.001783,               0.001783
                    251,                 1.0552,                0.93963,                 1.2112,                0.81995,                 0.6579,                0.75633,                0.54133,                 1.0134,                0.84402,                 1.1617,                0.00175,                0.00175,                0.00175
                    252,                  1.054,                0.93954,                 1.2104,                0.82196,                0.65648,                0.75596,                0.54155,                 1.0129,                0.84368,                 1.1612,               0.001717,               0.001717,               0.001717
                    253,                 1.0551,                0.93763,                 1.2086,                0.81913,                0.65888,                0.75645,                0.54142,                 1.0126,                0.84317,                 1.1607,               0.001684,               0.001684,               0.001684
                    254,                 1.0536,                0.93653,                 1.2094,                 0.8159,                0.66043,                0.75652,                0.54138,                 1.0125,                 0.8429,                 1.1605,               0.001651,               0.001651,               0.001651
                    255,                 1.0516,                0.93381,                 1.2093,                0.81966,                0.65849,                0.75624,                 0.5415,                 1.0123,                0.84258,                 1.1602,               0.001618,               0.001618,               0.001618
                    256,                 1.0503,                0.93303,                 1.2078,                0.82014,                0.65832,                0.75643,                 0.5417,                 1.0122,                0.84239,                 1.1601,               0.001585,               0.001585,               0.001585
                    257,                 1.0506,                0.93125,                 1.2069,                0.82109,                0.65801,                0.75631,                0.54192,                 1.0119,                0.84206,                 1.1599,               0.001552,               0.001552,               0.001552
                    258,                 1.0467,                0.92838,                  1.206,                0.82162,                0.65726,                0.75625,                0.54185,                 1.0117,                0.84174,                 1.1597,               0.001519,               0.001519,               0.001519
                    259,                 1.0457,                0.92613,                 1.2035,                0.82203,                0.65578,                0.75647,                0.54206,                 1.0113,                0.84154,                 1.1593,               0.001486,               0.001486,               0.001486
                    260,                 1.0461,                0.92528,                 1.2026,                0.82468,                0.65445,                0.75651,                0.54183,                 1.0111,                0.84106,                  1.159,               0.001453,               0.001453,               0.001453
                    261,                 1.0465,                0.92473,                 1.2024,                 0.8267,                0.65282,                 0.7566,                0.54204,                 1.0109,                0.84089,                 1.1588,                0.00142,                0.00142,                0.00142
                    262,                 1.0453,                0.92437,                  1.201,                 0.8236,                0.65493,                0.75671,                0.54196,                 1.0106,                0.84048,                 1.1583,               0.001387,               0.001387,               0.001387
                    263,                 1.0434,                0.92009,                  1.201,                0.82276,                0.65649,                0.75713,                0.54234,                 1.0104,                0.84003,                 1.1581,               0.001354,               0.001354,               0.001354
                    264,                 1.0424,                0.91728,                 1.2006,                0.82126,                 0.6571,                0.75746,                0.54252,                 1.0101,                 0.8395,                 1.1576,               0.001321,               0.001321,               0.001321
                    265,                 1.0381,                0.91516,                 1.1989,                0.82169,                0.65669,                0.75718,                0.54248,                 1.0102,                0.83896,                 1.1574,               0.001288,               0.001288,               0.001288
                    266,                 1.0408,                0.91366,                 1.2006,                0.82122,                0.65809,                0.75747,                0.54283,                 1.0099,                0.83836,                 1.1571,               0.001255,               0.001255,               0.001255
                    267,                 1.0384,                0.91292,                  1.198,                0.82019,                0.65824,                0.75714,                0.54285,                 1.0098,                0.83812,                 1.1567,               0.001222,               0.001222,               0.001222
                    268,                 1.0389,                0.90906,                 1.1965,                0.81749,                 0.6596,                0.75737,                  0.543,                 1.0096,                0.83814,                 1.1563,               0.001189,               0.001189,               0.001189
                    269,                 1.0357,                0.91021,                 1.1967,                0.81684,                 0.6608,                0.75761,                0.54298,                 1.0095,                0.83783,                 1.1561,               0.001156,               0.001156,               0.001156
                    270,                 1.0329,                0.90554,                 1.1934,                0.81653,                0.66041,                0.75762,                0.54324,                 1.0094,                0.83746,                 1.1558,               0.001123,               0.001123,               0.001123
                    271,                 1.0347,                0.90827,                 1.1944,                0.81922,                0.65974,                0.75798,                0.54345,                 1.0091,                0.83761,                 1.1556,                0.00109,                0.00109,                0.00109
                    272,                 1.0316,                0.90393,                 1.1947,                0.81763,                0.66145,                0.75831,                0.54383,                 1.0088,                0.83711,                 1.1554,               0.001057,               0.001057,               0.001057
                    273,                 1.0319,                 0.9035,                 1.1929,                0.81621,                0.66128,                0.75878,                0.54428,                 1.0087,                0.83694,                 1.1551,               0.001024,               0.001024,               0.001024
                    274,                 1.0276,                0.89873,                 1.1912,                0.81581,                0.66138,                0.75875,                0.54414,                 1.0085,                0.83652,                 1.1548,               0.000991,               0.000991,               0.000991
                    275,                 1.0275,                0.90003,                 1.1914,                0.82108,                0.66036,                0.75886,                0.54442,                 1.0085,                0.83626,                 1.1545,               0.000958,               0.000958,               0.000958
                    276,                 1.0266,                0.89397,                 1.1877,                0.81966,                0.66005,                0.75887,                0.54457,                 1.0081,                0.83572,                 1.1542,               0.000925,               0.000925,               0.000925
                    277,                 1.0233,                0.89149,                  1.186,                0.82216,                0.65967,                0.75899,                0.54495,                  1.008,                0.83548,                  1.154,               0.000892,               0.000892,               0.000892
                    278,                 1.0239,                0.89239,                 1.1883,                0.82339,                 0.6591,                0.75911,                0.54489,                  1.008,                0.83513,                 1.1538,               0.000859,               0.000859,               0.000859
                    279,                 1.0218,                0.88622,                 1.1868,                0.82229,                0.65806,                0.75925,                0.54521,                 1.0075,                0.83467,                 1.1533,               0.000826,               0.000826,               0.000826
                    280,                 1.0216,                0.88729,                 1.1844,                0.82455,                0.65687,                0.75903,                 0.5452,                 1.0069,                0.83394,                 1.1527,               0.000793,               0.000793,               0.000793
                    281,                 1.0195,                0.88486,                 1.1843,                0.82509,                 0.6567,                0.75886,                0.54532,                 1.0067,                0.83321,                 1.1524,                0.00076,                0.00076,                0.00076
                    282,                 1.0206,                0.88442,                 1.1846,                 0.8256,                0.65781,                0.75932,                0.54543,                 1.0063,                0.83298,                 1.1519,               0.000727,               0.000727,               0.000727
                    283,                 1.0164,                0.87852,                 1.1812,                0.82596,                0.65812,                0.75951,                0.54561,                 1.0061,                0.83216,                 1.1516,               0.000694,               0.000694,               0.000694
                    284,                 1.0151,                0.87563,                 1.1821,                 0.8262,                0.65795,                0.75962,                0.54563,                 1.0059,                0.83187,                 1.1513,               0.000661,               0.000661,               0.000661
                    285,                 1.0145,                0.87578,                 1.1812,                0.82592,                0.65747,                0.75977,                 0.5458,                 1.0056,                0.83166,                 1.1511,               0.000628,               0.000628,               0.000628
                    286,                 1.0109,                0.87396,                 1.1799,                0.82605,                0.65796,                0.75959,                0.54605,                 1.0055,                0.83121,                 1.1508,               0.000595,               0.000595,               0.000595
                    287,                 1.0093,                0.86827,                  1.178,                0.82588,                0.65827,                0.76025,                0.54618,                 1.0054,                 0.8307,                 1.1507,               0.000562,               0.000562,               0.000562
                    288,                 1.0086,                0.86576,                 1.1766,                0.82671,                0.65987,                0.76114,                0.54634,                 1.0054,                0.83034,                 1.1506,               0.000529,               0.000529,               0.000529
                    289,                 1.0064,                 0.8655,                 1.1769,                0.82535,                0.66099,                0.76078,                 0.5461,                 1.0053,                0.82974,                 1.1504,               0.000496,               0.000496,               0.000496
                    290,                 1.0047,                0.86355,                 1.1753,                0.82634,                0.65996,                0.76122,                0.54625,                  1.005,                0.82958,                 1.1503,               0.000463,               0.000463,               0.000463
                    291,                 0.9792,                0.78714,                 1.1461,                0.82628,                 0.6606,                0.76118,                0.54661,                 1.0046,                0.82938,                 1.1499,                0.00043,                0.00043,                0.00043
                    292,                0.96948,                0.76975,                 1.1386,                0.82523,                 0.6609,                0.76123,                0.54687,                 1.0043,                0.82892,                 1.1497,               0.000397,               0.000397,               0.000397
                    293,                 0.9654,                0.76687,                 1.1375,                0.82474,                0.66119,                0.76147,                0.54707,                 1.0036,                0.82856,                 1.1492,               0.000364,               0.000364,               0.000364
                    294,                0.96473,                 0.7595,                 1.1352,                0.82275,                0.66207,                0.76135,                0.54758,                 1.0035,                0.82858,                  1.149,               0.000331,               0.000331,               0.000331
                    295,                 0.9616,                0.75584,                 1.1329,                0.82531,                  0.661,                0.76189,                0.54769,                 1.0032,                0.82839,                 1.1486,               0.000298,               0.000298,               0.000298
                    296,                0.95803,                0.75197,                   1.13,                0.82481,                 0.6607,                0.76206,                0.54776,                 1.0029,                0.82804,                 1.1481,               0.000265,               0.000265,               0.000265
                    297,                0.95505,                0.74715,                 1.1292,                0.82603,                0.66018,                0.76232,                 0.5477,                 1.0027,                0.82743,                 1.1478,               0.000232,               0.000232,               0.000232
                    298,                0.95202,                 0.7426,                 1.1251,                0.82676,                0.65924,                0.76252,                 0.5476,                 1.0024,                0.82691,                 1.1474,               0.000199,               0.000199,               0.000199
                    299,                0.94928,                0.73913,                 1.1256,                0.82549,                0.66071,                  0.763,                0.54778,                  1.002,                0.82634,                 1.1468,               0.000166,               0.000166,               0.000166
                    300,                0.94657,                0.73804,                 1.1233,                0.82604,                0.66104,                0.76321,                0.54769,                  1.002,                0.82603,                 1.1465,               0.000133,               0.000133,               0.000133
