                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    150,                 1.0123,                0.88197,                 1.2039,                0.82787,                0.70771,                0.79845,                0.58403,                0.94746,                0.72449,                 1.1276,               0.005083,               0.005083,               0.005083
                    151,                 1.0145,                0.88235,                 1.2048,                0.83005,                0.70612,                0.79823,                0.58412,                0.94701,                0.72458,                 1.1273,                0.00505,                0.00505,                0.00505
                    152,                 1.0138,                0.88097,                 1.2009,                0.82806,                0.70882,                0.79806,                0.58429,                 0.9463,                0.72433,                 1.1266,               0.005017,               0.005017,               0.005017
                    153,                  1.016,                0.88203,                 1.2016,                0.82551,                 0.7096,                0.79776,                0.58419,                0.94595,                0.72434,                  1.126,               0.004984,               0.004984,               0.004984
                    154,                 1.0116,                 0.8764,                 1.1978,                0.82443,                0.70887,                0.79769,                 0.5845,                0.94516,                0.72488,                 1.1252,               0.004951,               0.004951,               0.004951
                    155,                 1.0111,                0.87748,                 1.2007,                0.82819,                0.70627,                0.79788,                0.58455,                  0.945,                0.72569,                 1.1245,               0.004918,               0.004918,               0.004918
                    156,                 1.0094,                0.87602,                 1.1994,                0.82672,                0.70757,                0.79834,                0.58502,                0.94579,                0.72579,                 1.1244,               0.004885,               0.004885,               0.004885
                    157,                 1.0081,                0.87311,                 1.1975,                0.82243,                0.70886,                0.79815,                0.58501,                0.94664,                0.72572,                 1.1244,               0.004852,               0.004852,               0.004852
                    158,                 1.0075,                0.86951,                 1.1941,                0.82268,                 0.7109,                0.79867,                0.58523,                0.94589,                0.72617,                 1.1234,               0.004819,               0.004819,               0.004819
                    159,                 1.0061,                0.86991,                 1.1964,                 0.8244,                0.71008,                0.79841,                0.58553,                0.94616,                0.72625,                 1.1233,               0.004786,               0.004786,               0.004786
                    160,                 1.0075,                0.86973,                 1.1958,                 0.8254,                0.71079,                0.79853,                0.58569,                0.94539,                0.72543,                 1.1226,               0.004753,               0.004753,               0.004753
                    161,                 1.0033,                0.86669,                  1.194,                0.82959,                0.70769,                0.79894,                0.58592,                0.94473,                0.72525,                 1.1218,                0.00472,                0.00472,                0.00472
                    162,                 1.0051,                 0.8685,                 1.1958,                0.82855,                0.70947,                0.80002,                0.58585,                0.94409,                0.72507,                 1.1213,               0.004687,               0.004687,               0.004687
                    163,                 1.0056,                0.86721,                 1.1948,                0.83672,                0.70529,                0.79997,                0.58602,                0.94422,                 0.7241,                 1.1209,               0.004654,               0.004654,               0.004654
                    164,                 1.0048,                0.86578,                 1.1928,                0.83719,                0.70486,                0.80017,                0.58611,                0.94416,                0.72354,                 1.1203,               0.004621,               0.004621,               0.004621
                    165,                 1.0058,                0.86918,                 1.1928,                0.83616,                0.70466,                0.80062,                0.58631,                0.94286,                 0.7225,                 1.1187,               0.004588,               0.004588,               0.004588
                    166,                 1.0029,                0.86526,                  1.192,                0.83383,                0.70697,                 0.8007,                0.58648,                0.94194,                0.72243,                  1.118,               0.004555,               0.004555,               0.004555
                    167,                 1.0017,                 0.8602,                 1.1921,                0.83151,                0.70934,                0.80091,                 0.5866,                0.94122,                0.72199,                 1.1172,               0.004522,               0.004522,               0.004522
                    168,                 1.0036,                0.86531,                 1.1903,                0.83155,                0.70998,                 0.8012,                0.58684,                0.94014,                0.72205,                 1.1165,               0.004489,               0.004489,               0.004489
                    169,                 1.0005,                 0.8631,                 1.1916,                0.83544,                0.70826,                0.80181,                0.58705,                0.93949,                0.72219,                 1.1163,               0.004456,               0.004456,               0.004456
                    170,                0.99959,                0.85773,                 1.1877,                0.83675,                0.70713,                0.80162,                 0.5869,                0.93966,                0.72189,                  1.116,               0.004423,               0.004423,               0.004423
                    171,                0.99765,                0.85937,                 1.1886,                0.83445,                0.70758,                0.80123,                0.58672,                0.93946,                0.72079,                 1.1158,                0.00439,                0.00439,                0.00439
                    172,                 1.0002,                0.85679,                  1.189,                0.83442,                0.70815,                0.80191,                0.58737,                0.93907,                0.72021,                 1.1154,               0.004357,               0.004357,               0.004357
                    173,                0.99768,                 0.8549,                 1.1866,                0.83344,                0.71066,                0.80227,                0.58766,                0.93844,                0.71941,                  1.114,               0.004324,               0.004324,               0.004324
                    174,                0.99853,                0.85749,                 1.1866,                0.83492,                 0.7115,                0.80288,                0.58792,                0.93792,                0.71936,                 1.1136,               0.004291,               0.004291,               0.004291
                    175,                0.99848,                0.85735,                 1.1868,                0.82865,                0.71295,                0.80287,                0.58795,                0.93774,                0.71922,                 1.1131,               0.004258,               0.004258,               0.004258
                    176,                0.99622,                0.85242,                 1.1838,                0.82619,                0.71377,                0.80261,                0.58861,                0.93676,                0.71851,                 1.1121,               0.004225,               0.004225,               0.004225
                    177,                0.99448,                0.85309,                 1.1857,                0.82379,                0.71599,                0.80294,                0.58928,                 0.9361,                0.71813,                 1.1117,               0.004192,               0.004192,               0.004192
                    178,                0.99397,                0.85062,                 1.1844,                0.82271,                0.71514,                0.80301,                0.58954,                0.93606,                0.71661,                 1.1114,               0.004159,               0.004159,               0.004159
                    179,                0.99477,                0.85112,                 1.1852,                0.82441,                0.71565,                0.80359,                0.58996,                0.93604,                0.71582,                 1.1109,               0.004126,               0.004126,               0.004126
                    180,                0.99367,                0.84983,                 1.1834,                0.82043,                0.71682,                0.80354,                0.58991,                0.93638,                0.71567,                 1.1102,               0.004093,               0.004093,               0.004093
                    181,                0.99056,                0.84781,                 1.1811,                0.82389,                0.71672,                 0.8042,                0.59019,                0.93572,                0.71522,                 1.1093,                0.00406,                0.00406,                0.00406
                    182,                0.99195,                0.84742,                 1.1807,                0.83305,                0.71051,                0.80408,                0.59006,                0.93551,                0.71516,                 1.1092,               0.004027,               0.004027,               0.004027
                    183,                0.99168,                0.84599,                  1.181,                0.82396,                 0.7159,                0.80395,                0.59006,                 0.9351,                0.71425,                 1.1087,               0.003994,               0.003994,               0.003994
                    184,                0.98977,                0.84446,                 1.1783,                0.82688,                0.71488,                0.80373,                0.59004,                0.93523,                0.71387,                 1.1084,               0.003961,               0.003961,               0.003961
                    185,                0.98812,                0.84376,                 1.1784,                0.82692,                0.71422,                0.80347,                 0.5901,                0.93515,                0.71376,                 1.1079,               0.003928,               0.003928,               0.003928
                    186,                0.98878,                0.84128,                 1.1777,                0.82837,                0.71478,                0.80399,                0.59048,                0.93492,                0.71352,                 1.1074,               0.003895,               0.003895,               0.003895
                    187,                0.98801,                0.84044,                 1.1766,                 0.8278,                0.71507,                0.80438,                0.59059,                0.93481,                0.71353,                 1.1068,               0.003862,               0.003862,               0.003862
                    188,                 0.9873,                0.83997,                 1.1766,                0.83252,                0.71276,                0.80414,                0.59053,                0.93469,                0.71264,                 1.1064,               0.003829,               0.003829,               0.003829
                    189,                0.98748,                0.83786,                  1.178,                0.83406,                0.71511,                0.80448,                0.59085,                0.93491,                 0.7121,                 1.1061,               0.003796,               0.003796,               0.003796
                    190,                0.98477,                 0.8355,                 1.1761,                0.83738,                0.71319,                0.80477,                0.59131,                 0.9344,                0.71189,                 1.1056,               0.003763,               0.003763,               0.003763
                    191,                0.98627,                 0.8384,                 1.1767,                0.83671,                0.71319,                0.80509,                0.59143,                0.93453,                0.71079,                 1.1056,                0.00373,                0.00373,                0.00373
                    192,                0.98421,                0.83411,                 1.1731,                0.83511,                0.71472,                0.80545,                0.59193,                0.93489,                0.70971,                 1.1055,               0.003697,               0.003697,               0.003697
                    193,                0.98368,                0.83469,                 1.1754,                0.83472,                0.71473,                0.80518,                0.59161,                0.93502,                0.70955,                 1.1054,               0.003664,               0.003664,               0.003664
                    194,                0.98034,                0.83298,                 1.1745,                0.83564,                0.71505,                0.80524,                0.59201,                0.93566,                0.70904,                 1.1057,               0.003631,               0.003631,               0.003631
                    195,                0.98132,                0.83419,                 1.1733,                0.83537,                0.71616,                0.80573,                0.59199,                0.93523,                0.70937,                 1.1051,               0.003598,               0.003598,               0.003598
                    196,                  0.981,                0.82928,                 1.1726,                0.83454,                0.71696,                  0.806,                0.59191,                0.93563,                0.70967,                 1.1051,               0.003565,               0.003565,               0.003565
                    197,                0.97937,                0.82866,                 1.1702,                 0.8362,                0.71578,                0.80533,                0.59212,                0.93504,                0.70931,                 1.1044,               0.003532,               0.003532,               0.003532
                    198,                0.97854,                 0.8277,                 1.1706,                0.83883,                0.71543,                0.80574,                0.59249,                0.93479,                0.70818,                 1.1039,               0.003499,               0.003499,               0.003499
                    199,                0.97782,                0.82807,                 1.1693,                0.83685,                0.71466,                0.80571,                0.59282,                0.93428,                0.70826,                 1.1032,               0.003466,               0.003466,               0.003466
                    200,                 0.9767,                0.82467,                 1.1679,                0.84019,                0.71435,                0.80603,                0.59292,                0.93414,                  0.709,                  1.103,               0.003433,               0.003433,               0.003433
                    201,                0.97594,                0.82429,                 1.1671,                0.84061,                0.71437,                0.80664,                0.59291,                0.93368,                0.70826,                 1.1025,                 0.0034,                 0.0034,                 0.0034
                    202,                0.97255,                 0.8202,                 1.1665,                 0.8401,                0.71474,                0.80684,                0.59302,                0.93366,                0.70854,                 1.1022,               0.003367,               0.003367,               0.003367
                    203,                0.97292,                0.81948,                 1.1675,                0.83693,                0.71664,                0.80665,                  0.593,                0.93325,                0.70758,                 1.1019,               0.003334,               0.003334,               0.003334
                    204,                 0.9729,                0.82163,                 1.1667,                0.83626,                0.71798,                0.80613,                0.59334,                0.93252,                 0.7072,                 1.1011,               0.003301,               0.003301,               0.003301
                    205,                0.97376,                0.81936,                 1.1675,                0.83697,                0.71839,                0.80627,                0.59366,                0.93271,                0.70673,                 1.1016,               0.003268,               0.003268,               0.003268
                    206,                0.97164,                0.81686,                 1.1636,                 0.8385,                0.71795,                0.80658,                0.59384,                0.93243,                0.70529,                 1.1012,               0.003235,               0.003235,               0.003235
                    207,                0.97008,                0.81701,                  1.165,                0.83594,                 0.7195,                0.80683,                0.59388,                0.93163,                0.70467,                 1.1006,               0.003202,               0.003202,               0.003202
                    208,                 0.9714,                0.81651,                 1.1637,                 0.8403,                0.71653,                0.80688,                0.59414,                0.93067,                0.70387,                    1.1,               0.003169,               0.003169,               0.003169
                    209,                0.97059,                0.81461,                 1.1641,                0.83885,                0.71778,                0.80698,                0.59406,                0.93046,                0.70397,                 1.0998,               0.003136,               0.003136,               0.003136
                    210,                0.96607,                0.80968,                 1.1601,                0.84357,                0.71418,                0.80707,                0.59434,                0.93019,                0.70374,                 1.0997,               0.003103,               0.003103,               0.003103
                    211,                0.96558,                0.80976,                 1.1591,                0.84354,                0.71562,                0.80772,                0.59373,                0.93069,                0.70328,                 1.1002,                0.00307,                0.00307,                0.00307
                    212,                0.96598,                0.80934,                 1.1597,                0.84335,                0.71457,                0.80746,                0.59467,                0.93073,                0.70341,                 1.0999,               0.003037,               0.003037,               0.003037
                    213,                0.96472,                 0.8083,                 1.1598,                 0.8452,                0.71384,                0.80748,                0.59493,                0.93048,                0.70409,                 1.0995,               0.003004,               0.003004,               0.003004
                    214,                0.96622,                0.80791,                 1.1587,                0.84489,                0.71547,                0.80779,                0.59486,                0.93013,                 0.7039,                 1.0992,               0.002971,               0.002971,               0.002971
                    215,                0.96322,                0.80451,                 1.1575,                0.84418,                0.71579,                0.80768,                0.59468,                0.93067,                0.70429,                 1.0991,               0.002938,               0.002938,               0.002938
                    216,                0.96327,                0.80404,                 1.1583,                0.84558,                0.71444,                0.80765,                0.59497,                0.92995,                0.70567,                 1.0986,               0.002905,               0.002905,               0.002905
                    217,                0.96321,                0.80422,                 1.1583,                0.84696,                0.71333,                0.80746,                0.59502,                0.92976,                0.70562,                 1.0985,               0.002872,               0.002872,               0.002872
                    218,                0.96083,                 0.8007,                 1.1562,                0.84694,                 0.7128,                0.80729,                 0.5951,                0.92981,                0.70511,                 1.0983,               0.002839,               0.002839,               0.002839
                    219,                0.95995,                0.80147,                  1.156,                0.84786,                0.71288,                0.80743,                0.59459,                0.92883,                0.70428,                 1.0977,               0.002806,               0.002806,               0.002806
                    220,                0.96077,                0.79927,                 1.1556,                0.84753,                0.71309,                0.80764,                0.59492,                0.92881,                0.70413,                 1.0979,               0.002773,               0.002773,               0.002773
                    221,                0.95702,                 0.7966,                 1.1531,                0.84351,                0.71611,                0.80808,                0.59532,                0.92888,                0.70441,                 1.0975,                0.00274,                0.00274,                0.00274
                    222,                0.95958,                0.79602,                 1.1531,                0.84065,                0.71773,                0.80798,                0.59564,                0.92847,                0.70425,                 1.0974,               0.002707,               0.002707,               0.002707
                    223,                0.95562,                0.79624,                 1.1522,                0.84026,                0.71886,                0.80796,                0.59577,                0.92861,                0.70356,                 1.0974,               0.002674,               0.002674,               0.002674
                    224,                0.95469,                0.79207,                 1.1496,                0.84367,                0.71551,                 0.8079,                0.59568,                0.92868,                0.70318,                 1.0969,               0.002641,               0.002641,               0.002641
                    225,                0.95394,                0.79069,                 1.1516,                0.84738,                0.71339,                0.80824,                0.59557,                0.92942,                0.70272,                 1.0973,               0.002608,               0.002608,               0.002608
                    226,                0.95557,                0.79173,                 1.1523,                0.84686,                0.71297,                  0.808,                0.59588,                0.92883,                0.70291,                 1.0973,               0.002575,               0.002575,               0.002575
                    227,                0.94972,                0.78819,                 1.1501,                0.84446,                0.71458,                 0.8083,                0.59615,                0.92878,                 0.7038,                 1.0973,               0.002542,               0.002542,               0.002542
                    228,                0.95407,                0.78796,                 1.1495,                0.84248,                0.71527,                0.80804,                0.59602,                0.92905,                0.70337,                 1.0977,               0.002509,               0.002509,               0.002509
                    229,                0.94974,                0.78486,                 1.1486,                0.84399,                0.71582,                0.80805,                0.59585,                0.92846,                0.70301,                 1.0972,               0.002476,               0.002476,               0.002476
                    230,                0.95153,                0.78554,                 1.1484,                0.84375,                0.71679,                 0.8079,                 0.5958,                0.92832,                0.70336,                 1.0971,               0.002443,               0.002443,               0.002443
                    231,                0.94833,                0.78122,                 1.1475,                0.84653,                0.71425,                0.80786,                0.59568,                0.92729,                0.70366,                 1.0966,                0.00241,                0.00241,                0.00241
                    232,                0.94838,                0.77977,                 1.1443,                0.84529,                0.71482,                0.80801,                0.59603,                0.92693,                0.70324,                 1.0966,               0.002377,               0.002377,               0.002377
                    233,                0.94716,                0.77847,                  1.145,                0.84374,                0.71576,                0.80809,                0.59622,                0.92601,                0.70379,                 1.0961,               0.002344,               0.002344,               0.002344
                    234,                0.94553,                0.77665,                 1.1434,                0.84701,                 0.7152,                 0.8082,                0.59633,                0.92491,                0.70304,                 1.0955,               0.002311,               0.002311,               0.002311
                    235,                0.94314,                0.77452,                 1.1443,                0.84361,                0.71637,                0.80835,                 0.5966,                  0.925,                0.70349,                 1.0952,               0.002278,               0.002278,               0.002278
                    236,                0.94327,                 0.7769,                 1.1443,                0.84251,                0.71802,                0.80852,                0.59673,                0.92531,                0.70215,                  1.095,               0.002245,               0.002245,               0.002245
                    237,                0.94244,                0.77158,                 1.1424,                0.84076,                0.71892,                0.80844,                0.59664,                0.92511,                0.70174,                 1.0948,               0.002212,               0.002212,               0.002212
                    238,                0.94121,                0.77121,                 1.1406,                0.84336,                0.71936,                 0.8085,                0.59662,                0.92551,                0.70192,                 1.0948,               0.002179,               0.002179,               0.002179
                    239,                 0.9386,                0.76731,                 1.1402,                0.84652,                0.71585,                0.80815,                0.59655,                0.92589,                0.70184,                 1.0948,               0.002146,               0.002146,               0.002146
                    240,                0.94112,                 0.7679,                 1.1395,                0.84487,                0.71684,                0.80796,                0.59683,                 0.9261,                0.70132,                 1.0949,               0.002113,               0.002113,               0.002113
                    241,                0.93856,                0.76593,                 1.1377,                0.84589,                0.71607,                0.80812,                0.59684,                0.92575,                0.70128,                 1.0946,                0.00208,                0.00208,                0.00208
                    242,                0.93738,                0.76406,                 1.1377,                 0.8456,                0.71612,                0.80841,                0.59675,                0.92592,                0.70136,                 1.0946,               0.002047,               0.002047,               0.002047
                    243,                0.93561,                0.76383,                 1.1368,                0.84958,                0.71385,                0.80852,                0.59678,                0.92619,                0.70176,                 1.0946,               0.002014,               0.002014,               0.002014
                    244,                0.93433,                   0.76,                 1.1363,                0.85036,                 0.7139,                0.80859,                0.59682,                0.92626,                0.70269,                 1.0946,               0.001981,               0.001981,               0.001981
                    245,                0.93245,                0.75698,                 1.1343,                0.84819,                0.71486,                0.80863,                0.59688,                0.92656,                0.70273,                 1.0946,               0.001948,               0.001948,               0.001948
                    246,                0.93113,                  0.756,                 1.1362,                0.84858,                0.71536,                0.80887,                0.59706,                0.92664,                0.70346,                 1.0949,               0.001915,               0.001915,               0.001915
                    247,                0.92935,                0.75222,                 1.1328,                0.84796,                0.71511,                0.80868,                0.59679,                0.92681,                0.70349,                 1.0951,               0.001882,               0.001882,               0.001882
                    248,                0.92939,                0.75373,                 1.1315,                0.85027,                0.71433,                0.80884,                0.59692,                0.92725,                0.70345,                 1.0953,               0.001849,               0.001849,               0.001849
                    249,                0.93008,                0.75091,                 1.1306,                0.84708,                0.71826,                0.80907,                0.59696,                 0.9273,                0.70395,                  1.095,               0.001816,               0.001816,               0.001816
                    250,                0.92419,                0.74796,                 1.1297,                0.84357,                0.71926,                0.80879,                0.59714,                0.92697,                0.70359,                 1.0951,               0.001783,               0.001783,               0.001783
                    251,                 0.9253,                0.74825,                 1.1309,                0.84487,                 0.7189,                0.80863,                0.59728,                0.92706,                0.70397,                 1.0952,                0.00175,                0.00175,                0.00175
                    252,                0.92283,                0.74421,                  1.128,                0.84832,                  0.717,                 0.8086,                0.59676,                0.92755,                 0.7043,                 1.0953,               0.001717,               0.001717,               0.001717
                    253,                0.92275,                0.74411,                 1.1273,                0.84085,                0.72356,                0.80876,                0.59661,                0.92788,                0.70442,                 1.0952,               0.001684,               0.001684,               0.001684
                    254,                0.92274,                0.74161,                 1.1261,                0.84169,                0.72426,                0.80851,                0.59685,                  0.928,                0.70408,                 1.0952,               0.001651,               0.001651,               0.001651
                    255,                0.92099,                0.73971,                 1.1235,                0.84219,                0.72322,                0.80834,                0.59663,                0.92812,                0.70354,                 1.0949,               0.001618,               0.001618,               0.001618
                    256,                0.91904,                0.73722,                 1.1242,                0.83924,                0.72443,                0.80833,                0.59664,                0.92791,                0.70285,                 1.0949,               0.001585,               0.001585,               0.001585
                    257,                0.91875,                0.73694,                 1.1255,                0.84012,                0.72511,                0.80852,                0.59673,                0.92831,                0.70273,                  1.095,               0.001552,               0.001552,               0.001552
                    258,                 0.9177,                0.73399,                 1.1248,                0.84749,                0.72067,                0.80855,                0.59677,                0.92885,                0.70174,                 1.0948,               0.001519,               0.001519,               0.001519
                    259,                 0.9137,                0.73047,                 1.1223,                0.84763,                0.72058,                 0.8089,                 0.5967,                0.92852,                 0.7013,                 1.0947,               0.001486,               0.001486,               0.001486
                    260,                0.91301,                0.73085,                 1.1225,                 0.8464,                0.72037,                0.80885,                0.59689,                0.92918,                 0.7015,                 1.0951,               0.001453,               0.001453,               0.001453
                    261,                0.91294,                0.72758,                 1.1214,                 0.8474,                0.71953,                 0.8085,                0.59676,                0.92942,                0.70131,                 1.0952,                0.00142,                0.00142,                0.00142
                    262,                0.91037,                0.72619,                 1.1197,                0.84532,                0.71977,                0.80832,                0.59685,                0.92971,                0.70148,                 1.0954,               0.001387,               0.001387,               0.001387
                    263,                0.90962,                0.72407,                  1.119,                0.84576,                0.71928,                0.80807,                0.59655,                0.93011,                0.70174,                 1.0957,               0.001354,               0.001354,               0.001354
                    264,                 0.9039,                0.72057,                 1.1158,                0.84379,                0.72111,                0.80839,                0.59666,                0.93053,                0.70199,                 1.0958,               0.001321,               0.001321,               0.001321
                    265,                0.90789,                0.71942,                 1.1179,                0.84582,                 0.7206,                0.80804,                0.59667,                0.93104,                0.70166,                 1.0959,               0.001288,               0.001288,               0.001288
                    266,                0.90344,                0.71971,                 1.1156,                0.84669,                0.72123,                0.80879,                0.59678,                0.93062,                0.70209,                 1.0952,               0.001255,               0.001255,               0.001255
                    267,                0.90017,                0.71367,                 1.1155,                0.84767,                 0.7214,                0.80854,                0.59659,                0.93023,                0.70264,                  1.095,               0.001222,               0.001222,               0.001222
                    268,                  0.901,                0.71181,                  1.115,                0.84748,                0.71893,                0.80843,                0.59655,                0.93095,                0.70289,                  1.095,               0.001189,               0.001189,               0.001189
                    269,                0.89922,                0.71074,                  1.114,                0.84608,                0.71977,                0.80842,                0.59671,                0.93111,                0.70361,                 1.0952,               0.001156,               0.001156,               0.001156
                    270,                0.89626,                0.70644,                  1.112,                0.84493,                0.72089,                0.80794,                0.59652,                0.93024,                0.70463,                 1.0943,               0.001123,               0.001123,               0.001123
                    271,                0.89829,                0.70506,                 1.1109,                0.84351,                0.72282,                0.80734,                  0.596,                 0.9298,                0.70415,                 1.0941,                0.00109,                0.00109,                0.00109
